pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
48,501981,Khris Davis,2514,1.9,1,3,null,4,2.031,1.671,0.861,48,48,105.9,27.3,2269,89.6,89.01,0,48,0,-0.6,5.93,107,152,119,146,306,327,300
43,502110,J.D. Martinez,2519,1.7,1,3,null,4,2.031,1.537,0.792,43,43,105,28.2,2118,88.8,88.46,0,43,0,-0.3,6.05,106,151,118,145,294,324,304
40,608336,Joey Gallo,2348,1.7,1,3,null,4,2.031,1.588,0.806,40,40,107.7,29.4,2164,88.6,88.14,0,40,0,-0.5,5.96,117,169,135,157,301,329,304
39,608070,Jose Ramirez,3002,1.3,1,3,null,4,2.031,1.152,0.62,39,39,101.3,28.8,2192,91.6,91.37,0,39,0,-0.2,6.09,112,149,118,147,291,317,296
39,545361,Mike Trout,2543,1.5,1,3,null,4,2.031,1.543,0.809,39,39,106.5,28,2203,87.8,87.11,0,39,0,-0.7,5.9,109,152,117,145,308,325,299
38,571448,Nolan Arenado,2592,1.5,1,3,null,4,2.031,1.242,0.654,38,38,102.2,29.2,2351,89,89,0,38,0,0,6.05,109,151,116,149,315,335,307
38,596019,Francisco Lindor,2920,1.3,1,3,null,4,2.031,1.362,0.757,38,38,104.4,25.8,2143,89.2,89.03,0,38,0,-0.2,6.08,116,149,113,149,291,315,297
38,519317,Giancarlo Stanton,2942,1.3,1,3,null,4,2.031,1.486,0.809,38,38,108.5,25.3,2241,87,86.38,0,38,0,-0.6,5.9,109,156,123,149,305,330,296
37,592518,Manny Machado,2529,1.5,1,3,null,4,2.031,1.467,0.802,37,37,105.2,24.8,2322,87.8,87.31,0,37,0,-0.5,5.88,110,152,118,147,301,322,298
37,443558,Nelson Cruz,2282,1.6,1,3,null,4,2.031,1.661,0.883,37,37,108,25.5,2165,87.4,86.45,0,37,0,-1,5.73,108,153,120,146,300,321,296
37,596115,Trevor Story,2555,1.4,1,3,null,4,2.031,1.56,0.802,37,37,105.3,28.1,2250,87,86.74,0,37,0,-0.3,5.86,107,152,116,147,312,335,306
36,592885,Christian Yelich,2532,1.4,1,3,null,4,2.031,1.622,0.855,36,36,106.5,26.4,2242,87.5,86.91,0,36,0,-0.6,5.86,114,148,109,150,296,319,298
36,572761,Matt Carpenter,2853,1.3,1,3,null,4,2.031,1.221,0.628,36,36,102,30.8,2232,89.3,89.15,0,36,0,-0.2,6.11,121,163,115,152,300,322,303
35,542583,Jesus Aguilar,2432,1.4,1,3,null,4,2.031,1.455,0.749,35,35,104,29.7,2189,89.7,89.05,0,35,0,-0.6,5.89,108,151,115,146,307,325,298
35,571970,Max Muncy,2066,1.7,1,3,null,4,2.031,1.358,0.691,35,35,103.5,30.7,2122,89.6,89.32,0,35,0,-0.3,6.07,120,156,125,154,296,319,309
34,595879,Javier Baez,2245,1.5,1,3,null,4,2.031,1.593,0.829,34,34,105.6,28,2263,87.8,87.44,0,34,0,-0.4,5.98,107,151,107,147,306,325,301
34,656555,Rhys Hoskins,2920,1.2,1,3,null,4,2.031,1.279,0.677,34,34,104,29.5,2208,91.4,91.34,0,34,0,-0.1,6.23,108,153,117,146,298,322,294
34,553993,Eugenio Suarez,2429,1.4,1,3,null,4,2.031,1.486,0.769,34,34,104.4,28.6,2162,87.9,87.58,0,34,0,-0.3,5.95,104,148,115,143,303,320,292
34,547180,Bryce Harper,2877,1.2,1,3,null,4,2.031,1.652,0.83,34,34,106.8,29.1,2240,90.7,90.1,0,34,0,-0.6,5.98,117,154,124,150,303,325,307
33,502671,Paul Goldschmidt,2905,1.1,1,3,null,4,2.031,1.424,0.719,33,33,104.5,31.1,2235,88.6,88.08,0,33,0,-0.5,5.92,108,152,116,146,308,325,304
32,543768,Travis Shaw,2391,1.3,1,3,null,4,2.031,1.425,0.76,32,32,104.9,27.5,2167,90,89.83,0,32,0,-0.2,6.06,113,156,116,152,301,323,302
32,429665,Edwin Encarnacion,2293,1.4,1,3,null,4,2.031,1.478,0.766,32,32,103.7,28,2270,90.4,90.35,0,32,0,-0.1,6.18,110,152,119,145,296,324,298
32,605141,Mookie Betts,2582,1.2,1,3,null,4,2.031,1.434,0.749,32,32,103.4,28,2230,88.5,88.09,0,32,0,-0.4,6.08,111,153,114,146,293,325,298
31,608324,Alex Bregman,2821,1.1,1,3,null,4,2.031,1.042,0.576,31,31,100.6,28.1,2164,89.3,88.89,0,31,0,-0.4,6.15,107,150,116,145,296,321,291
30,457708,Justin Upton,2527,1.2,1,3,null,4,2.031,1.489,0.786,30,30,104.7,27.8,2333,86,85.41,0,30,0,-0.6,5.92,104,152,118,145,309,325,303
30,543068,C.J. Cron,2172,1.4,1,3,null,4,2.031,1.565,0.806,30,30,106.4,27.8,2195,87.7,87.02,0,30,0,-0.7,5.88,108,153,120,147,299,324,296
30,444482,David Peralta,2272,1.3,1,3,null,4,2.031,1.315,0.707,30,30,103.6,27.3,2298,87.7,87.06,0,30,0,-0.6,5.84,114,148,108,151,296,323,309
29,453568,Charlie Blackmon,2724,1.1,1,3,null,4,2.031,1.303,0.689,29,29,103,28.8,2230,88.4,88.31,0,29,0,-0.1,6.02,115,151,114,153,297,330,307
29,621566,Matt Olson,2844,1,1,3,null,4,2.031,1.613,0.82,29,29,106.2,28.5,2206,87.7,87.1,0,29,0,-0.6,5.91,118,167,131,154,294,324,306
28,519058,Mike Moustakas,2380,1.2,1,3,null,4,2.031,1.349,0.72,28,28,103.4,28.1,2198,86.6,86.19,0,28,0,-0.4,5.96,117,158,126,152,296,321,303
28,624424,Michael Conforto,2654,1.1,1,3,null,4,2.031,1.399,0.732,28,28,103.6,27.5,2194,88.2,87.58,0,28,0,-0.6,5.91,115,150,116,151,295,323,304
27,594953,Daniel Palka,1839,1.5,1,3,null,4,2.031,1.583,0.853,27,27,108.5,26.1,2125,89.4,89.13,0,27,0,-0.3,6.03,112,158,129,148,295,323,302
27,592450,Aaron Judge,2124,1.3,1,3,null,4,2.031,1.528,0.794,27,27,107.8,28.3,2356,89.2,88.43,0,27,0,-0.8,5.81,108,153,120,146,305,326,292
27,544369,Didi Gregorius,2082,1.3,1,3,null,4,2.031,0.945,0.553,27,27,100.1,26.4,2157,88.5,88.23,0,27,0,-0.3,6.16,112,148,111,151,285,314,292
27,543305,Aaron Hicks,2487,1.1,1,3,null,4,2.031,1.185,0.629,27,27,102,29.4,2139,88.6,88.36,0,27,0,-0.2,6.17,110,154,120,148,298,323,295
27,572039,Stephen Piscotty,2167,1.2,1,3,null,4,2.031,1.386,0.708,27,27,103.4,29.7,2308,88.5,88.24,0,27,0,-0.3,6.1,105,150,116,146,299,319,288
27,521692,Salvador Perez,1926,1.4,1,3,null,4,2.031,1.317,0.714,27,27,103.6,28,2219,88.6,88.34,0,27,0,-0.3,6.01,105,151,118,144,300,317,300
27,609280,Miguel Andujar,2135,1.3,1,3,null,4,2.031,1.057,0.574,27,27,101.2,28.8,2240,87.4,86.87,0,27,0,-0.5,5.99,104,153,115,147,297,321,290
26,656941,Kyle Schwarber,2139,1.2,1,3,null,4,2.031,1.546,0.814,26,26,106.7,27.5,2148,88.2,87.62,0,26,0,-0.6,5.92,115,162,121,148,299,320,304
26,571745,Mitch Haniger,2716,1,1,3,null,4,2.031,1.648,0.844,26,26,105,28.3,2262,90,89.01,0,26,0,-1,5.74,105,152,116,146,298,319,292
26,592669,Hunter Renfroe,1715,1.5,1,3,null,4,2.031,1.488,0.78,26,26,106.4,28.3,2164,87.9,87.32,0,26,0,-0.6,5.86,107,149,115,144,301,324,301
26,660670,Ronald Acuna Jr.,1985,1.3,1,3,null,4,2.031,1.603,0.815,26,26,105.9,29.1,2213,89.4,89.23,0,26,0,-0.2,6.07,107,151,111,145,312,323,292
25,594828,Evan Gattis,1714,1.5,1,3,null,4,2.031,1.105,0.579,25,25,101.4,30.8,2254,88.6,88.29,0,25,0,-0.3,6.13,107,150,117,146,294,323,293
25,641355,Cody Bellinger,2644,0.9,1,3,null,4,2.031,1.475,0.753,25,25,104.7,30.3,2275,91,90.81,0,25,0,-0.2,6.12,113,152,118,153,302,324,306
25,545341,Randal Grichuk,1799,1.4,1,3,null,4,2.031,1.473,0.79,25,25,105.3,26.2,2186,89.5,89,0,25,0,-0.5,6.01,109,152,118,146,296,323,294
25,592626,Joc Pederson,1838,1.4,1,3,null,4,2.031,1.25,0.671,25,25,104.1,28.8,2215,90.9,90.53,0,25,0,-0.4,5.91,120,154,116,153,300,320,306
25,519203,Anthony Rizzo,2444,1,1,3,null,4,2.031,1.321,0.706,25,25,103.9,28.6,2111,88.7,88.52,0,25,0,-0.2,6.1,117,166,116,154,298,323,303
25,475253,Justin Smoak,2452,1,1,3,null,4,2.031,1.211,0.625,25,25,102.4,30.8,2261,90.7,90.49,0,25,0,-0.2,6.2,113,161,130,151,293,322,301
24,645277,Ozzie Albies,2386,1,1,3,null,4,2.031,1.057,0.575,24,24,101.3,28.7,2148,88.4,87.81,0,24,0,-0.6,5.96,112,153,98,150,293,319,298
24,518735,Yasmani Grandal,2222,1.1,1,3,null,4,2.031,1.446,0.77,24,24,104,27.5,2135,90.9,90.57,0,24,0,-0.3,6.03,119,158,123,155,300,322,303
24,641820,Trey Mancini,2516,1,1,3,null,4,2.031,1.354,0.723,24,24,103.8,28,2237,89,88.53,0,24,0,-0.5,5.99,109,154,119,148,302,322,287
24,656305,Matt Chapman,2544,0.9,1,3,null,4,2.031,1.281,0.731,24,24,105.4,26.1,2277,87.5,86.98,0,24,0,-0.5,5.95,106,151,116,144,302,324,293
24,467793,Carlos Santana,2801,0.9,1,3,null,4,2.031,1.375,0.734,24,24,103.9,27.8,2156,89.8,89.25,0,24,0,-0.6,6,110,160,127,149,297,320,299
24,592387,Ryon Healy,1917,1.3,1,3,null,4,2.031,1.365,0.725,24,24,103.8,27.3,2145,87.4,86.73,0,24,0,-0.7,5.81,109,151,119,146,297,320,290
24,592696,Eddie Rosario,2100,1.1,1,3,null,4,2.031,0.936,0.483,24,24,100.3,32.2,2352,86.3,85.19,0,24,0,-1.1,5.78,111,149,114,150,294,317,297
24,650402,Gleyber Torres,1951,1.2,1,3,null,4,2.031,1.384,0.714,24,24,103,29.7,2133,90,89.73,0,24,0,-0.3,6.06,108,152,115,146,298,319,287
24,543685,Anthony Rendon,2365,1,1,3,null,4,2.031,1.329,0.702,24,24,103.3,28.4,2284,88.2,87.75,0,24,0,-0.5,5.98,104,148,115,144,302,320,292
23,452678,Asdrubal Cabrera,2232,1,1,3,null,4,2.031,1.093,0.568,23,23,101.7,32,2170,88.5,87.85,0,23,0,-0.6,5.98,108,146,111,148,294,322,302
23,570256,Gregory Polanco,2213,1,1,3,null,4,2.031,1.547,0.804,23,23,104.5,27.5,2115,89,88.92,0,23,0,-0.1,6.18,118,155,121,147,296,317,299
23,475174,Yonder Alonso,2201,1,1,3,null,4,2.031,1.352,0.725,23,23,103.5,27.6,2228,91,90.39,0,23,0,-0.6,5.9,115,166,123,151,287,317,300
23,592206,Nicholas Castellanos,2439,0.9,1,3,null,4,2.031,1.365,0.708,23,23,102.9,28.8,2221,86.5,86.23,0,23,0,-0.3,5.99,103,152,117,146,306,328,293
23,542303,Marcell Ozuna,2322,1,1,3,null,4,2.031,1.615,0.853,23,23,107.6,25.5,2230,87.5,86.85,0,23,0,-0.7,5.85,108,153,117,147,309,327,304
23,476704,Jed Lowrie,2738,0.8,1,3,null,4,2.031,1.16,0.64,23,23,101.4,27.8,2223,88.5,88.05,0,23,0,-0.5,6.07,113,154,115,152,285,317,295
23,593428,Xander Bogaerts,2364,1,1,3,null,4,2.031,1.584,0.81,23,23,104.8,28.3,2297,89.3,88.87,0,23,0,-0.4,5.98,111,149,115,145,286,316,296
23,571697,Scooter Gennett,2443,0.9,1,3,null,4,2.031,0.887,0.471,23,23,99.2,31.1,2263,85.7,84.94,0,23,0,-0.8,5.77,113,149,111,147,291,317,299
23,500871,Eduardo Escobar,2464,0.9,1,3,null,4,2.031,1.344,0.723,23,23,102.9,28,2174,87.1,86.67,0,23,0,-0.4,5.97,112,148,107,149,291,317,296
23,518692,Freddie Freeman,2663,0.9,1,3,null,4,2.031,1.48,0.751,23,23,104,31,2184,89.5,89.37,0,23,0,-0.1,6.13,115,159,123,151,300,324,304
23,624577,Yasiel Puig,1727,1.3,1,3,null,4,2.031,1.394,0.81,23,23,106.5,23.5,2216,85.2,84.8,0,23,0,-0.4,5.9,108,150,113,144,308,320,301
22,572122,Kyle Seager,2489,0.9,1,3,null,4,2.031,1.095,0.563,22,22,101,30.6,2126,89,88.52,0,22,0,-0.5,6.12,113,167,123,152,289,321,300
22,435622,Ian Desmond,2322,0.9,1,3,null,4,2.031,1.455,0.784,22,22,104.2,27.2,2264,88.6,88.39,0,22,0,-0.2,6.02,108,151,113,147,311,323,297
22,547989,Jose Abreu,2108,1,1,3,null,4,2.031,1.61,0.837,22,22,106.4,27.1,2141,89.3,88.95,0,22,0,-0.4,6.07,110,151,116,145,304,322,292
22,665742,Juan Soto,2031,1.1,1,3,null,4,2.031,1.435,0.739,22,22,105.1,29.5,2200,92.9,92.73,0,22,0,-0.2,6.17,110,151,106,152,297,323,301
22,606192,Teoscar Hernandez,2109,1,1,3,null,4,2.031,1.503,0.756,22,22,105.3,30.3,2279,89,88.6,0,22,0,-0.4,6.11,106,151,113,145,295,323,295
22,546318,Odubel Herrera,2319,0.9,1,3,null,4,2.031,1.165,0.675,22,22,103.9,25.3,2135,87.2,86.93,0,22,0,-0.3,6.14,113,146,106,150,286,316,297
22,596748,Maikel Franco,1645,1.3,1,3,null,4,2.031,1.176,0.679,22,22,102.7,24.7,2279,86.7,86.33,0,22,0,-0.4,6.01,111,153,116,147,296,321,294
22,660271,Shohei Ohtani,1455,1.5,1,3,null,4,2.031,1.616,0.813,22,22,106.4,30.1,2206,91.4,90.89,0,22,0,-0.5,5.96,116,148,118,149,298,321,309
22,543807,George Springer,2501,0.9,1,3,null,4,2.031,1.445,0.746,22,22,104,27.7,2345,87.1,86.61,0,22,0,-0.5,5.99,105,147,113,143,300,324,292
21,502054,Tommy Pham,2246,0.9,1,3,null,4,2.031,1.581,0.819,21,21,104.7,27.2,2163,87.1,86.77,0,21,0,-0.3,6.09,110,153,113,148,304,322,298
21,572041,A.J. Pollock,1720,1.2,1,3,null,4,2.031,1.327,0.696,21,21,102.9,28.5,2322,89.4,89.12,0,21,0,-0.3,6.01,112,155,116,148,303,322,299
21,592663,J.T. Realmuto,2042,1,1,3,null,4,2.031,1.569,0.817,21,21,103.7,28.2,2166,90.4,89.85,0,21,0,-0.6,5.9,105,152,114,145,302,319,292
21,434778,Kendrys Morales,1908,1.1,1,3,null,4,2.031,1.471,0.77,21,21,103.8,27.9,2230,88.4,87.43,0,21,0,-1,5.78,117,172,131,152,296,325,308
21,425783,Shin-Soo Choo,2770,0.8,1,3,null,4,2.031,1.479,0.751,21,21,104.8,31,2170,89.8,89.64,0,21,0,-0.2,6.12,116,151,107,154,291,322,302
21,572821,Brian Dozier,2643,0.8,1,3,null,4,2.031,0.764,0.404,21,21,99.3,33.1,2281,91.7,91.48,0,21,0,-0.2,6.1,108,153,109,145,302,323,293
21,570731,Jonathan Schoop,1767,1.2,1,3,null,4,2.031,1.285,0.7,21,21,103.7,27.8,2224,86.4,85.72,0,21,0,-0.7,5.8,107,153,118,146,298,322,290
21,646240,Rafael Devers,1828,1.1,1,3,null,4,2.031,1.37,0.758,21,21,104.7,25.4,2169,86.4,85.69,0,21,0,-0.7,5.9,117,151,122,152,284,322,306
21,571771,Enrique Hernandez,1870,1.1,1,3,null,4,2.031,1.504,0.803,21,21,104.6,26.8,2268,89.6,89.39,0,21,0,-0.2,6.07,112,153,112,147,303,316,299
21,571431,Matt Adams,1258,1.7,1,3,null,4,2.031,1.427,0.733,21,21,103.2,28.8,2327,88.8,87.71,0,21,0,-1.1,5.61,118,158,117,149,301,321,306
21,461314,Matt Kemp,1833,1.1,1,3,null,4,2.031,1.666,0.851,21,21,105.8,28.2,2212,88.6,88.36,0,21,0,-0.2,6.08,108,150,118,144,304,321,299
20,595777,Jurickson Profar,2340,0.9,1,3,null,4,2.031,1.189,0.653,20,20,102.8,27.3,2198,87.4,86.86,0,20,0,-0.5,5.94,112,147,109,147,296,322,300
20,457705,Andrew McCutchen,2889,0.7,1,3,null,4,2.031,1.395,0.725,20,20,103.1,28.9,2222,87.2,86.79,0,20,0,-0.4,5.96,106,151,116,145,301,323,292
20,460075,Ryan Braun,1581,1.3,1,3,null,4,2.031,1.592,0.872,20,20,106.3,24.1,2218,85.7,84.95,0,20,0,-0.8,5.79,104,150,115,146,305,323,298
20,572287,Mike Zunino,1714,1.2,1,3,null,4,2.031,1.57,0.8,20,20,107.5,29.6,2207,87.4,86.78,0,20,0,-0.6,5.9,107,152,117,147,295,321,297
20,571602,Matt Davidson,2118,0.9,1,3,null,4,2.031,1.457,0.794,20,20,105.7,24.5,2209,87.9,87.72,0,20,0,-0.2,6.08,108,151,115,142,304,329,298
20,596146,Max Kepler,2351,0.9,1,3,null,4,2.031,1.23,0.682,20,20,102.6,27,2307,88.7,87.92,0,20,0,-0.8,5.81,114,155,116,151,294,322,299
20,425877,Yadier Molina,1969,1,1,3,null,4,2.031,1.093,0.59,20,20,101,29.8,2207,91.2,90.87,0,20,0,-0.3,6.14,110,152,115,147,301,316,292
20,516782,Starling Marte,2267,0.9,1,3,null,4,2.031,1.449,0.76,20,20,103.8,28.1,2195,89.5,89.15,0,20,0,-0.3,6.04,106,151,106,144,301,319,290
20,641313,Tim Anderson,2200,0.9,1,3,null,4,2.031,1.167,0.61,20,20,101.9,30.4,2238,88.5,88.81,0,20,0,0.3,6.33,107,152,107,146,298,319,288
20,570799,Christian Villanueva,1575,1.3,1,3,null,4,2.031,1.264,0.702,20,20,103.1,26.5,2114,87.5,87.27,0,20,0,-0.2,6.13,104,153,116,146,301,321,300
20,608577,Nomar Mazara,2187,0.9,1,3,null,4,2.031,1.548,0.809,20,20,106.7,27.2,2155,86.4,86.04,0,20,0,-0.4,6.06,117,155,119,150,294,326,308
20,571506,Justin Bour,2077,1,1,3,null,4,2.031,1.557,0.822,20,20,105,26.3,2218,90,89.82,0,20,0,-0.2,6.18,113,164,129,151,301,327,303
19,594777,Kole Calhoun,2148,0.9,1,3,null,4,2.031,1.539,0.795,19,19,104,28.8,2136,88.6,88.45,0,19,0,-0.2,6.17,116,159,121,149,288,322,308
19,622666,Johan Camargo,2085,0.9,1,3,null,4,2.031,1.213,0.66,19,19,102.1,26.4,2144,90,89.67,0,19,0,-0.3,6.05,115,150,109,150,298,322,297
19,405395,Albert Pujols,1807,1.1,1,3,null,4,2.031,1.346,0.744,19,19,103.5,25.8,2152,87.7,87.24,0,19,0,-0.5,5.99,109,156,121,154,307,324,299
19,657557,Paul DeJong,1913,1,1,3,null,4,2.031,1.443,0.753,19,19,103.6,28.2,2200,89.2,88.62,0,19,0,-0.6,5.98,109,150,112,145,302,319,293
19,541645,Avisail Garcia,1414,1.3,1,3,null,4,2.031,1.522,0.78,19,19,105.8,28.6,2272,86.5,85.59,0,19,0,-0.9,5.74,109,152,116,145,301,318,289
19,607208,Trea Turner,2927,0.6,1,3,null,4,2.031,1.209,0.682,19,19,102.5,26.5,2090,90.7,90.6,0,19,0,-0.1,6.09,99,147,97,143,302,318,293
19,600869,Jeimer Candelario,2673,0.7,1,3,null,4,2.031,1.414,0.726,19,19,104.3,28.8,2195,90.8,90.11,0,19,0,-0.7,5.93,111,149,111,148,291,322,296
18,543333,Eric Hosmer,2571,0.7,1,3,null,4,2.031,1.449,0.747,18,18,103.4,28.7,2140,89.1,88.57,0,18,0,-0.5,6.01,115,148,117,149,296,323,308
18,455139,Robinson Chirinos,1797,1,1,3,null,4,2.031,1.139,0.582,18,18,101.9,31.7,2171,87.6,86.93,0,18,0,-0.7,5.94,105,148,114,143,296,324,294
18,596059,Rougned Odor,1980,0.9,1,3,null,4,2.031,1.438,0.776,18,18,105.5,26.9,2184,87.8,87.19,0,18,0,-0.6,5.88,110,150,106,149,294,327,302
18,596142,Gary Sanchez,1531,1.2,1,3,null,4,2.031,1.656,0.844,18,18,108.7,28.7,2200,90.3,89.98,0,18,0,-0.3,6.16,104,149,118,142,297,324,297
18,453943,Todd Frazier,2010,0.9,1,3,null,4,2.031,1.243,0.653,18,18,101.7,28.4,2344,89.3,88.83,0,18,0,-0.5,6.06,105,153,116,145,301,322,298
18,543401,Jason Kipnis,2437,0.7,1,3,null,4,2.031,0.975,0.516,18,18,99.4,29.2,2225,91.1,90.9,0,18,0,-0.2,6.08,117,147,114,147,287,309,295
18,649557,Aledmys Diaz,1475,1.2,1,3,null,4,2.031,1.193,0.678,18,18,102.8,25.4,2253,87.2,86.74,0,18,0,-0.5,5.88,110,152,112,147,294,313,289
17,607043,Brandon Nimmo,2262,0.8,1,3,null,4,2.031,1.277,0.694,17,17,102.9,27.3,2251,88,87.22,0,17,0,-0.8,5.82,118,149,106,152,291,319,302
17,592122,Tyler Austin,1126,1.5,1,3,null,4,2.031,1.604,0.805,17,17,107.5,30.5,2240,87.1,86.62,0,17,0,-0.5,5.88,105,150,120,143,302,323,289
17,621035,Chris Taylor,2475,0.7,1,3,null,4,2.031,1.329,0.703,17,17,102.5,28.6,2387,87.6,87.18,0,17,0,-0.4,5.96,111,151,106,145,306,317,296
17,500208,Yangervis Solarte,1773,1,1,3,null,4,2.031,1.317,0.703,17,17,103.7,27.3,2200,88.6,88.15,0,17,0,-0.4,5.94,112,154,120,148,300,323,297
17,660162,Yoan Moncada,2679,0.6,1,3,null,4,2.031,1.386,0.725,17,17,104.8,27.9,2138,89.5,88.86,0,17,0,-0.6,5.82,116,147,107,149,288,319,296
17,500874,Jose Martinez,2358,0.7,1,3,null,4,2.031,1.489,0.771,17,17,105,28.8,2193,89.9,89.69,0,17,0,-0.2,6.05,104,148,114,144,305,321,298
17,444432,Mark Trumbo,1411,1.2,1,3,null,4,2.031,1.321,0.733,17,17,104.4,25.7,2246,89.9,89.28,0,17,0,-0.6,5.89,108,152,117,146,302,322,296
17,592192,Mark Canha,1735,1,1,3,null,4,2.031,1.447,0.76,17,17,103.6,28.4,2091,88.3,87.67,0,17,0,-0.6,5.91,104,152,115,146,302,318,289
17,608384,Nick Williams,1704,1,1,3,null,4,2.031,1.436,0.752,17,17,104.3,28.6,2118,86.6,86.22,0,17,0,-0.4,5.97,116,147,113,149,290,319,296
17,488726,Michael Brantley,2286,0.7,1,3,null,4,2.031,1.273,0.678,17,17,101.7,27.3,2224,88,88.21,0,17,0,0.2,6.33,118,150,112,149,281,315,298
17,502210,Josh Reddick,1902,0.9,1,3,null,4,2.031,0.99,0.555,17,17,100.1,28.8,2231,85.2,84.18,0,17,0,-1,5.74,117,151,113,152,282,314,295
17,594988,Scott Schebler,1576,1.1,1,3,null,4,2.031,1.519,0.774,17,17,105,28.4,2231,88.3,88.06,0,17,0,-0.2,6.05,114,150,111,147,292,321,301
16,643217,Andrew Benintendi,2581,0.6,1,3,null,4,2.031,1.317,0.691,16,16,102.5,30.1,2265,87,86.46,0,16,0,-0.5,5.99,112,147,115,149,283,316,304
16,543228,Yan Gomes,1718,0.9,1,3,null,4,2.031,1.369,0.708,16,16,103.3,29.9,2345,86.6,86.04,0,16,0,-0.6,6,105,150,116,144,294,315,286
16,608597,Ronald Guzman,1718,0.9,1,3,null,4,2.031,0.981,0.546,16,16,101.7,28.2,2113,87.2,86.48,0,16,0,-0.7,5.84,113,149,113,149,291,325,305
16,471865,Carlos Gonzalez,1885,0.8,1,3,null,4,2.031,1.326,0.729,16,16,104.5,25.3,2041,87.4,87.34,0,16,0,-0.1,6.06,114,156,125,152,306,331,314
16,448801,Chris Davis,2185,0.7,1,3,null,4,2.031,1.647,0.838,16,16,104.9,28.9,2111,90.3,90.04,0,16,0,-0.3,6.09,109,173,136,151,297,331,304
16,592348,Niko Goodrum,1957,0.8,1,3,null,4,2.031,1.167,0.617,16,16,101.7,29.9,2153,89.3,89.16,0,16,0,-0.1,6.14,116,148,116,151,289,321,296
16,605113,Nick Ahmed,2124,0.8,1,3,null,4,2.031,0.935,0.51,16,16,99.3,28.9,2120,87.6,87.18,0,16,0,-0.4,6.01,108,147,110,143,303,319,296
16,621311,David Dahl,992,1.6,1,3,null,4,2.031,1.19,0.624,16,16,101.7,30.4,2268,90.6,90.48,0,16,0,-0.1,5.99,111,147,113,149,302,331,311
16,518618,Derek Dietrich,2163,0.7,1,3,null,4,2.031,1.286,0.696,16,16,103.1,27.3,2221,86,85.53,0,16,0,-0.5,5.93,113,148,110,150,290,319,302
16,503556,Marwin Gonzalez,2216,0.7,1,3,null,4,2.031,1.299,0.674,16,16,102.4,29.4,2151,90,89.81,0,16,0,-0.2,6.14,119,153,118,149,290,319,295
16,519346,Eric Thames,1117,1.4,1,3,null,4,2.031,1.468,0.743,16,16,105.3,31.6,2209,90.2,89.81,0,16,0,-0.4,6.04,119,157,132,150,297,315,303
16,446334,Evan Longoria,1932,0.8,1,3,null,4,2.031,1.459,0.752,16,16,103.6,29.5,2242,88.3,87.94,0,16,0,-0.4,6,106,151,114,143,303,324,293
16,614177,Franmil Reyes,1160,1.4,1,3,null,4,2.031,1.464,0.756,16,16,106.3,29.2,2227,88.1,87.23,0,16,0,-0.9,5.81,110,152,119,147,302,324,302
15,518934,DJ LeMahieu,2191,0.7,1,3,null,4,2.031,1.242,0.69,15,15,102.2,26,2131,88.9,88.59,0,15,0,-0.3,5.97,105,148,110,149,306,322,293
15,594807,Adam Duvall,1648,0.9,1,3,null,4,2.031,1.467,0.741,15,15,104.4,30.5,2325,89.7,89.25,0,15,0,-0.4,5.88,111,147,113,141,298,319,294
15,543760,Marcus Semien,2881,0.5,1,3,null,4,2.031,1.242,0.646,15,15,101.8,30.7,2271,90,89.52,0,15,0,-0.5,6.08,103,151,110,147,296,322,288
15,621043,Carlos Correa,1908,0.8,1,3,null,4,2.031,1.402,0.747,15,15,104.4,26.5,2260,90.1,89.56,0,15,0,-0.5,5.98,107,152,119,147,297,322,292
15,607680,Kevin Pillar,1953,0.8,1,3,null,4,2.031,1.184,0.668,15,15,102.2,26.5,2239,85.8,85.3,0,15,0,-0.5,5.92,105,153,116,147,302,317,289
15,664023,Ian Happ,1917,0.8,1,3,null,4,2.031,1.564,0.813,15,15,104.5,27.6,2125,90.1,89.31,0,15,0,-0.8,5.83,114,149,112,149,296,318,298
15,514917,Cesar Hernandez,3009,0.5,1,3,null,4,2.031,1.027,0.56,15,15,99.8,28,2099,90.2,90.01,0,15,0,-0.2,6.15,114,148,99,151,284,313,295
15,430945,Adam Jones,2167,0.7,1,3,null,4,2.031,1.377,0.773,15,15,103.4,24.9,2196,90,89.17,0,15,0,-0.8,5.92,104,153,111,146,304,323,287
15,572228,Luke Voit,679,2.2,1,3,null,4,2.031,1.562,0.802,15,15,105,27.9,2258,90.2,89.35,0,15,0,-0.9,5.85,104,152,118,145,299,323,291
15,134181,Adrian Beltre,1906,0.8,1,3,null,4,2.031,1.325,0.697,15,15,102,28.1,2332,89.1,88.71,0,15,0,-0.4,6.07,104,151,119,146,300,326,295
15,467092,Wilson Ramos,1481,1,1,3,null,4,2.031,1.424,0.736,15,15,103.3,28.3,2240,89.5,88.69,0,15,0,-0.8,5.87,102,151,119,147,298,323,290
15,519048,Mitch Moreland,1754,0.9,1,3,null,4,2.031,1.704,0.856,15,15,106,28.7,2325,89,88.25,0,15,0,-0.7,5.88,112,158,120,149,285,321,307
